YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,10,13,08,0.96,,,,
2011,03,10,13,09,0.96,,,,
2011,03,10,13,10,0.96,,,,
2011,03,10,13,11,0.95,,,,
2011,03,10,13,12,0.95,0.95,0.95,,
2011,03,10,13,13,0.96,,,,
2011,03,10,13,14,0.94,,,,
2011,03,10,13,15,0.93,,,,
2011,03,10,13,16,0.94,,,,
2011,03,10,13,17,0.93,,,,
2011,03,10,13,18,0.92,0.92,0.92,,
2011,03,10,13,19,0.90,,,,
2011,03,10,13,20,0.92,,,,
2011,03,10,13,21,0.94,,,,
2011,03,10,13,22,0.90,,,,
2011,03,10,13,23,0.93,,,,
2011,03,10,13,24,0.90,0.91,0.91,,
2011,03,10,13,25,0.90,,,,
2011,03,10,13,26,0.89,,,,
2011,03,10,13,27,0.87,,,,
2011,03,10,13,28,0.87,,,,
2011,03,10,13,29,0.85,,,,
2011,03,10,13,30,0.83,0.83,0.84,,
2011,03,10,13,31,0.83,,,,
2011,03,10,13,32,0.82,,,,
2011,03,10,13,33,0.82,,,,
2011,03,10,13,34,0.79,,,,
2011,03,10,13,35,0.81,,,,
2011,03,10,13,36,0.78,0.79,0.78,,
2011,03,10,13,37,0.78,,,,
2011,03,10,13,38,0.77,,,,
2011,03,10,13,39,0.78,,,,
2011,03,10,13,40,0.76,,,,
2011,03,10,13,41,0.77,,,,
2011,03,10,13,42,0.74,0.76,0.76,,
2011,03,10,13,43,0.76,,,,
2011,03,10,13,44,0.74,,,,
2011,03,10,13,45,0.73,,,,
2011,03,10,13,46,0.71,,,,
2011,03,10,13,47,0.71,,,,
2011,03,10,13,48,0.68,0.70,0.70,,
2011,03,10,13,49,0.73,,,,
2011,03,10,13,50,0.67,,,,
2011,03,10,13,51,0.70,,,,
2011,03,10,13,52,0.66,,,,
2011,03,10,13,53,0.69,,,,
2011,03,10,13,54,0.67,0.67,0.67,,
2011,03,10,13,55,0.98,,,,
2011,03,10,13,56,0.95,,,,
2011,03,10,13,57,0.94,,,,
2011,03,10,13,58,0.97,,,,
2011,03,10,13,59,0.93,,,,
2011,03,10,14,00,0.91,0.63,0.63,,
2011,03,10,14,01,0.63,,,,
2011,03,10,14,02,0.62,,,,
2011,03,10,14,03,0.63,,,,
2011,03,10,14,04,0.60,,,,
2011,03,10,14,05,0.63,,,,
2011,03,10,14,06,0.59,0.61,0.62,,
2011,03,10,14,07,0.60,,,,
2011,03,10,14,08,0.61,,,,
2011,03,10,14,09,0.59,,,,
2011,03,10,14,10,0.58,,,,
2011,03,10,14,11,0.60,,,,
2011,03,10,14,12,0.57,0.58,0.58,,
2011,03,10,14,13,0.57,,,,
2011,03,10,14,14,0.56,,,,
2011,03,10,14,15,0.57,,,,
2011,03,10,14,16,0.57,,,,
2011,03,10,14,17,0.55,,,,
2011,03,10,14,18,0.55,0.55,0.55,,
2011,03,10,14,19,0.55,,,,
2011,03,10,14,20,0.55,,,,
2011,03,10,14,21,0.54,,,,
2011,03,10,14,22,0.54,,,,
2011,03,10,14,23,0.55,,,,
2011,03,10,14,24,0.53,0.53,0.54,,
2011,03,10,14,25,0.52,,,,
2011,03,10,14,26,0.52,,,,
2011,03,10,14,27,0.51,,,,
2011,03,10,14,28,0.50,,,,
2011,03,10,14,29,0.50,,,,
2011,03,10,14,30,0.50,0.50,0.50,,
2011,03,10,14,31,0.50,,,,
2011,03,10,14,32,0.48,,,,
2011,03,10,14,33,0.48,,,,
2011,03,10,14,34,0.49,,,,
2011,03,10,14,35,0.47,,,,
2011,03,10,14,36,0.48,0.47,0.48,,
2011,03,10,14,37,0.48,,,,
2011,03,10,14,38,0.46,,,,
2011,03,10,14,39,0.47,,,,
2011,03,10,14,40,0.47,,,,
2011,03,10,14,41,0.45,,,,
2011,03,10,14,42,0.45,0.45,0.46,,
2011,03,10,14,43,0.45,,,,
2011,03,10,14,44,0.44,,,,
2011,03,10,14,45,0.45,,,,
2011,03,10,14,46,0.45,,,,
2011,03,10,14,47,0.45,,,,
2011,03,10,14,48,0.44,0.44,0.44,,
2011,03,10,14,49,0.45,,,,
2011,03,10,14,50,0.41,,,,
2011,03,10,14,51,0.44,,,,
2011,03,10,14,52,0.42,,,,
2011,03,10,14,53,0.40,,,,
2011,03,10,14,54,0.43,0.42,0.43,,
2011,03,10,14,55,0.63,,,,
2011,03,10,14,56,0.64,,,,
2011,03,10,14,57,0.63,,,,
2011,03,10,14,58,0.59,,,,
2011,03,10,14,59,0.59,,,,
2011,03,10,15,00,0.62,0.40,0.40,,
2011,03,10,15,01,0.40,,,,
2011,03,10,15,02,0.39,,,,
2011,03,10,15,03,0.40,,,,
2011,03,10,15,04,0.40,,,,
2011,03,10,15,05,0.37,,,,
2011,03,10,15,06,0.37,0.38,0.39,,
2011,03,10,15,07,0.39,,,,
2011,03,10,15,08,0.36,,,,
2011,03,10,15,09,0.35,,,,
2011,03,10,15,10,0.37,,,,
2011,03,10,15,11,0.33,,,,
2011,03,10,15,12,0.35,0.34,0.35,,
2011,03,10,15,13,0.35,,,,
2011,03,10,15,14,0.33,,,,
2011,03,10,15,15,0.32,,,,
2011,03,10,15,16,0.32,,,,
2011,03,10,15,17,0.30,,,,
2011,03,10,15,18,0.33,0.32,0.33,,
2011,03,10,15,19,0.31,,,,
2011,03,10,15,20,0.32,,,,
2011,03,10,15,21,0.33,,,,
2011,03,10,15,22,0.31,,,,
2011,03,10,15,23,0.31,,,,
2011,03,10,15,24,0.32,0.31,0.32,,
2011,03,10,15,25,0.30,,,,
2011,03,10,15,26,0.30,,,,
2011,03,10,15,27,0.32,,,,
2011,03,10,15,28,0.29,,,,
2011,03,10,15,29,0.30,,,,
2011,03,10,15,30,0.29,0.30,0.29,,
2011,03,10,15,31,0.29,,,,
2011,03,10,15,32,0.30,,,,
2011,03,10,15,33,0.30,,,,
2011,03,10,15,34,0.28,,,,
2011,03,10,15,35,0.30,,,,
2011,03,10,15,36,0.30,0.30,0.31,,
2011,03,10,15,37,0.28,,,,
2011,03,10,15,38,0.31,,,,
2011,03,10,15,39,0.30,,,,
2011,03,10,15,40,0.28,,,,
2011,03,10,15,41,0.28,,,,
2011,03,10,15,42,0.28,0.28,0.29,,
2011,03,10,15,43,0.27,,,,
2011,03,10,15,44,0.28,,,,
2011,03,10,15,45,0.27,,,,
2011,03,10,15,46,0.29,,,,
2011,03,10,15,47,0.27,,,,
2011,03,10,15,48,0.28,0.28,0.28,,
2011,03,10,15,49,0.27,,,,
2011,03,10,15,50,0.28,,,,
2011,03,10,15,51,0.28,,,,
2011,03,10,15,52,0.28,,,,
2011,03,10,15,53,0.26,,,,
2011,03,10,15,54,0.26,0.26,0.26,,
2011,03,10,15,55,0.35,,,,
2011,03,10,15,56,0.36,,,,
2011,03,10,15,57,0.37,,,,
2011,03,10,15,58,0.39,,,,
2011,03,10,15,59,0.31,,,,
2011,03,10,16,00,0.36,0.24,0.25,,
2011,03,10,16,01,0.22,,,,
2011,03,10,16,02,0.24,,,,
2011,03,10,16,03,0.22,,,,
2011,03,10,16,04,0.22,,,,
2011,03,10,16,05,0.23,,,,
2011,03,10,16,06,0.23,0.24,0.24,,
2011,03,10,16,07,0.25,,,,
2011,03,10,16,08,0.23,,,,
2011,03,10,16,09,0.23,,,,
2011,03,10,16,10,0.22,,,,
2011,03,10,16,11,0.22,,,,
2011,03,10,16,12,0.22,0.22,0.22,,
2011,03,10,16,13,0.21,,,,
2011,03,10,16,14,0.20,,,,
2011,03,10,16,15,0.22,,,,
2011,03,10,16,16,0.21,,,,
2011,03,10,16,17,0.20,,,,
2011,03,10,16,18,0.22,0.22,0.22,,
2011,03,10,16,19,0.22,,,,
2011,03,10,16,20,0.21,,,,
2011,03,10,16,21,0.22,,,,
2011,03,10,16,22,0.22,,,,
2011,03,10,16,23,0.22,,,,
2011,03,10,16,24,0.23,0.23,0.24,,
2011,03,10,16,25,0.24,,,,
2011,03,10,16,26,0.23,,,,
2011,03,10,16,27,0.23,,,,
2011,03,10,16,28,0.22,,,,
2011,03,10,16,29,0.23,,,,
2011,03,10,16,30,0.22,0.23,0.24,,
2011,03,10,16,31,0.24,,,,
2011,03,10,16,32,0.25,,,,
2011,03,10,16,33,0.24,,,,
2011,03,10,16,34,0.25,,,,
2011,03,10,16,35,0.25,,,,
2011,03,10,16,36,0.25,0.25,0.26,,
2011,03,10,16,37,0.25,,,,
2011,03,10,16,38,0.24,,,,
2011,03,10,16,39,0.24,,,,
2011,03,10,16,40,0.23,,,,
2011,03,10,16,41,0.24,,,,
2011,03,10,16,42,0.22,0.24,0.24,,
2011,03,10,16,43,0.24,,,,
2011,03,10,16,44,0.24,,,,
2011,03,10,16,45,0.22,,,,
2011,03,10,16,46,0.22,,,,
2011,03,10,16,47,0.24,,,,
2011,03,10,16,48,0.20,0.22,0.24,,
2011,03,10,16,49,0.23,,,,
2011,03,10,16,50,0.23,,,,
2011,03,10,16,51,0.24,,,,
2011,03,10,16,52,0.24,,,,
2011,03,10,16,53,0.23,,,,
2011,03,10,16,54,0.24,0.24,0.25,,
2011,03,10,16,55,-0.20,,,,
2011,03,10,16,56,-0.24,,,,
2011,03,10,16,57,-0.25,,,,
2011,03,10,16,58,-0.15,,,,
2011,03,10,16,59,-0.08,,,,
2011,03,10,17,00,0.12,0.24,0.24,,
2011,03,10,17,01,0.24,,,,
2011,03,10,17,02,0.23,,,,
2011,03,10,17,03,0.25,,,,
2011,03,10,17,04,0.22,,,,
2011,03,10,17,05,0.25,,,,
2011,03,10,17,06,0.23,0.24,0.25,,
2011,03,10,17,07,0.23,,,,
2011,03,10,17,08,0.24,,,,
2011,03,10,17,09,0.24,,,,
2011,03,10,17,10,0.26,,,,
2011,03,10,17,11,0.22,,,,
2011,03,10,17,12,0.24,0.24,0.25,,
2011,03,10,17,13,0.25,,,,
2011,03,10,17,14,0.23,,,,
2011,03,10,17,15,0.23,,,,
2011,03,10,17,16,0.24,,,,
2011,03,10,17,17,0.24,,,,
2011,03,10,17,18,0.20,0.23,0.24,,
2011,03,10,17,19,0.25,,,,
2011,03,10,17,20,0.21,,,,
2011,03,10,17,21,0.23,,,,
2011,03,10,17,22,0.24,,,,
2011,03,10,17,23,0.23,,,,
2011,03,10,17,24,0.24,0.24,0.24,,
2011,03,10,17,25,0.23,,,,
2011,03,10,17,26,0.23,,,,
2011,03,10,17,27,0.24,,,,
2011,03,10,17,28,0.22,,,,
2011,03,10,17,29,0.24,,,,
2011,03,10,17,30,0.25,0.24,0.25,,
2011,03,10,17,31,0.23,,,,
2011,03,10,17,32,0.24,,,,
2011,03,10,17,33,0.26,,,,
2011,03,10,17,34,0.27,,,,
2011,03,10,17,35,0.25,,,,
2011,03,10,17,36,0.27,0.26,0.26,,
2011,03,10,17,37,0.26,,,,
2011,03,10,17,38,0.25,,,,
2011,03,10,17,39,0.26,,,,
2011,03,10,17,40,0.27,,,,
2011,03,10,17,41,0.28,,,,
2011,03,10,17,42,0.29,0.29,0.29,,
2011,03,10,17,43,0.27,,,,
2011,03,10,17,44,0.29,,,,
2011,03,10,17,45,0.27,,,,
2011,03,10,17,46,0.28,,,,
2011,03,10,17,47,0.30,,,,
2011,03,10,17,48,0.30,0.29,0.29,,
2011,03,10,17,49,0.28,,,,
2011,03,10,17,50,0.30,,,,
2011,03,10,17,51,0.28,,,,
2011,03,10,17,52,0.28,,,,
2011,03,10,17,53,0.27,,,,
2011,03,10,17,54,0.29,0.28,0.29,,
2011,03,10,17,55,0.46,,,,
2011,03,10,17,56,0.43,,,,
2011,03,10,17,57,0.39,,,,
2011,03,10,17,58,0.24,,,,
2011,03,10,17,59,0.18,,,,
2011,03,10,18,00,0.15,0.30,0.31,,
2011,03,10,18,01,0.30,,,,
2011,03,10,18,02,0.30,,,,
2011,03,10,18,03,0.30,,,,
2011,03,10,18,04,0.29,,,,
2011,03,10,18,05,0.30,,,,
2011,03,10,18,06,0.32,0.30,0.31,,
2011,03,10,18,07,0.30,,,,
2011,03,10,18,08,0.29,,,,
2011,03,10,18,09,0.31,,,,
2011,03,10,18,10,0.30,,,,
2011,03,10,18,11,0.29,,,,
2011,03,10,18,12,0.30,0.30,0.31,,
2011,03,10,18,13,0.30,,,,
2011,03,10,18,14,0.28,,,,
2011,03,10,18,15,0.30,,,,
2011,03,10,18,16,0.31,,,,
2011,03,10,18,17,0.29,,,,
2011,03,10,18,18,0.30,0.30,0.31,,
2011,03,10,18,19,0.31,,,,
2011,03,10,18,20,0.32,,,,
2011,03,10,18,21,0.31,,,,
2011,03,10,18,22,0.30,,,,
2011,03,10,18,23,0.31,,,,
2011,03,10,18,24,0.33,0.33,0.33,,
2011,03,10,18,25,0.32,,,,
2011,03,10,18,26,0.33,,,,
2011,03,10,18,27,0.34,,,,
2011,03,10,18,28,0.33,,,,
2011,03,10,18,29,0.33,,,,
2011,03,10,18,30,0.35,0.35,0.35,,
2011,03,10,18,31,0.35,,,,
2011,03,10,18,32,0.34,,,,
2011,03,10,18,33,0.36,,,,
2011,03,10,18,34,0.35,,,,
2011,03,10,18,35,0.36,,,,
2011,03,10,18,36,0.36,0.36,0.36,,
2011,03,10,18,37,0.35,,,,
2011,03,10,18,38,0.38,,,,
2011,03,10,18,39,0.36,,,,
2011,03,10,18,40,0.36,,,,
2011,03,10,18,41,0.39,,,,
2011,03,10,18,42,0.38,0.38,0.39,,
2011,03,10,18,43,0.36,,,,
2011,03,10,18,44,0.40,,,,
2011,03,10,18,45,0.39,,,,
2011,03,10,18,46,0.38,,,,
2011,03,10,18,47,0.40,,,,
2011,03,10,18,48,0.38,0.39,0.40,,
2011,03,10,18,49,0.40,,,,
2011,03,10,18,50,0.39,,,,
2011,03,10,18,51,0.39,,,,
2011,03,10,18,52,0.39,,,,
2011,03,10,18,53,0.41,,,,
2011,03,10,18,54,0.39,0.40,0.40,,
2011,03,10,18,55,0.20,,,,
2011,03,10,18,56,0.28,,,,
2011,03,10,18,57,0.46,,,,
2011,03,10,18,58,0.55,,,,
2011,03,10,18,59,0.62,,,,
2011,03,10,19,00,0.56,0.40,0.40,,
2011,03,10,19,01,0.40,,,,
2011,03,10,19,02,0.40,,,,
2011,03,10,19,03,0.41,,,,
2011,03,10,19,04,0.40,,,,
2011,03,10,19,05,0.41,,,,
2011,03,10,19,06,0.41,0.41,0.41,,
2011,03,10,19,07,0.41,,,,
2011,03,10,19,08,0.42,,,,
2011,03,10,19,09,0.40,,,,
2011,03,10,19,10,0.42,,,,
2011,03,10,19,11,0.41,,,,
2011,03,10,19,12,0.43,0.42,0.43,,
2011,03,10,19,13,0.41,,,,
2011,03,10,19,14,0.45,,,,
2011,03,10,19,15,0.42,,,,
2011,03,10,19,16,0.44,,,,
2011,03,10,19,17,0.44,,,,
2011,03,10,19,18,0.42,0.44,0.44,,
2011,03,10,19,19,0.32,,,,
2011,03,10,19,20,0.45,,,,
2011,03,10,19,21,0.45,,,,
2011,03,10,19,22,0.46,,,,
2011,03,10,19,23,0.46,,,,
2011,03,10,19,24,0.45,0.46,0.46,,
2011,03,10,19,25,0.45,,,,
2011,03,10,19,26,0.47,,,,
2011,03,10,19,27,0.45,,,,
2011,03,10,19,28,0.47,,,,
2011,03,10,19,29,0.47,,,,
2011,03,10,19,30,0.46,0.47,0.47,,
2011,03,10,19,31,0.49,,,,
2011,03,10,19,32,0.48,,,,
2011,03,10,19,33,0.49,,,,
2011,03,10,19,34,0.49,,,,
2011,03,10,19,35,0.51,,,,
2011,03,10,19,36,0.50,0.52,0.52,,
2011,03,10,19,37,0.53,,,,
2011,03,10,19,38,0.53,,,,
2011,03,10,19,39,0.53,,,,
2011,03,10,19,40,0.54,,,,
2011,03,10,19,41,0.55,,,,
2011,03,10,19,42,0.54,0.54,0.55,,
2011,03,10,19,43,0.56,,,,
2011,03,10,19,44,0.54,,,,
2011,03,10,19,45,0.56,,,,
2011,03,10,19,46,0.56,,,,
2011,03,10,19,47,0.56,,,,
2011,03,10,19,48,0.56,0.57,0.57,,
2011,03,10,19,49,0.57,,,,
2011,03,10,19,50,0.56,,,,
2011,03,10,19,51,0.58,,,,
2011,03,10,19,52,0.59,,,,
2011,03,10,19,53,0.55,,,,
2011,03,10,19,54,0.57,0.57,0.58,,
2011,03,10,19,55,0.33,,,,
2011,03,10,19,56,0.44,,,,
2011,03,10,19,57,0.49,,,,
2011,03,10,19,58,0.54,,,,
2011,03,10,19,59,0.50,,,,
2011,03,10,20,00,0.53,0.61,0.62,,
2011,03,10,20,01,0.62,,,,
2011,03,10,20,02,0.61,,,,
2011,03,10,20,03,0.62,,,,
2011,03,10,20,04,0.62,,,,
2011,03,10,20,05,0.61,,,,
2011,03,10,20,06,0.63,0.62,0.62,,
2011,03,10,20,07,0.61,,,,
2011,03,10,20,08,0.62,,,,
2011,03,10,20,09,0.63,,,,
2011,03,10,20,10,0.64,,,,
2011,03,10,20,11,0.62,,,,
2011,03,10,20,12,0.63,0.64,0.63,,
2011,03,10,20,13,0.67,,,,
2011,03,10,20,14,0.62,,,,
2011,03,10,20,15,0.65,,,,
2011,03,10,20,16,0.65,,,,
2011,03,10,20,17,0.65,,,,
2011,03,10,20,18,0.66,0.66,0.66,,
2011,03,10,20,19,0.65,,,,
2011,03,10,20,20,0.68,,,,
2011,03,10,20,21,0.66,,,,
2011,03,10,20,22,0.65,,,,
2011,03,10,20,23,0.68,,,,
2011,03,10,20,24,0.65,0.66,0.66,,
2011,03,10,20,25,0.66,,,,
2011,03,10,20,26,0.67,,,,
2011,03,10,20,27,0.67,,,,
2011,03,10,20,28,0.68,,,,
2011,03,10,20,29,0.66,,,,
2011,03,10,20,30,0.67,0.67,0.67,,
2011,03,10,20,31,0.68,,,,
2011,03,10,20,32,0.65,,,,
2011,03,10,20,33,0.67,,,,
2011,03,10,20,34,0.67,,,,
2011,03,10,20,35,0.68,,,,
2011,03,10,20,36,0.68,0.68,0.67,,
2011,03,10,20,37,0.69,,,,
2011,03,10,20,38,0.68,,,,
2011,03,10,20,39,0.70,,,,
2011,03,10,20,40,0.70,,,,
2011,03,10,20,41,0.71,,,,
2011,03,10,20,42,0.71,0.71,0.72,,
2011,03,10,20,43,0.72,,,,
2011,03,10,20,44,0.71,,,,
2011,03,10,20,45,0.75,,,,
2011,03,10,20,46,0.73,,,,
2011,03,10,20,47,0.72,,,,
2011,03,10,20,48,0.75,0.74,0.74,,
2011,03,10,20,49,0.75,,,,
2011,03,10,20,50,0.75,,,,
2011,03,10,20,51,0.76,,,,
2011,03,10,20,52,0.76,,,,
2011,03,10,20,53,0.77,,,,
2011,03,10,20,54,0.77,0.77,0.77,,
2011,03,10,20,55,0.55,,,,
2011,03,10,20,56,0.66,,,,
2011,03,10,20,57,0.64,,,,
2011,03,10,20,58,0.62,,,,
2011,03,10,20,59,0.66,,,,
2011,03,10,21,00,0.62,0.78,0.78,,
2011,03,10,21,01,0.77,,,,
2011,03,10,21,02,0.79,,,,
2011,03,10,21,03,0.78,,,,
2011,03,10,21,04,0.78,,,,
2011,03,10,21,05,0.78,,,,
2011,03,10,21,06,0.77,0.79,0.78,,
2011,03,10,21,07,0.81,,,,
2011,03,10,21,08,0.78,,,,
2011,03,10,21,09,0.80,,,,
2011,03,10,21,10,0.79,,,,
2011,03,10,21,11,0.80,,,,
2011,03,10,21,12,0.79,0.79,0.80,,
2011,03,10,21,13,0.78,,,,
2011,03,10,21,14,0.80,,,,
2011,03,10,21,15,0.80,,,,
2011,03,10,21,16,0.81,,,,
2011,03,10,21,17,0.81,,,,
2011,03,10,21,18,0.81,0.81,0.81,,
2011,03,10,21,19,0.82,,,,
2011,03,10,21,20,0.82,,,,
2011,03,10,21,21,0.81,,,,
2011,03,10,21,22,0.83,,,,
2011,03,10,21,23,0.83,,,,
2011,03,10,21,24,0.84,0.84,0.84,,
2011,03,10,21,25,0.84,,,,
2011,03,10,21,26,0.85,,,,
2011,03,10,21,27,0.85,,,,
2011,03,10,21,28,0.85,,,,
2011,03,10,21,29,0.84,,,,
2011,03,10,21,30,0.85,0.85,0.85,,
2011,03,10,21,31,0.85,,,,
2011,03,10,21,32,0.85,,,,
2011,03,10,21,33,0.85,,,,
2011,03,10,21,34,0.86,,,,
2011,03,10,21,35,0.85,,,,
2011,03,10,21,36,0.85,0.86,0.87,,
2011,03,10,21,37,0.88,,,,
2011,03,10,21,38,0.86,,,,
2011,03,10,21,39,0.88,,,,
2011,03,10,21,40,0.87,,,,
2011,03,10,21,41,0.88,,,,
2011,03,10,21,42,0.90,0.89,0.88,,
2011,03,10,21,43,0.88,,,,
2011,03,10,21,44,0.89,,,,
2011,03,10,21,45,0.90,,,,
2011,03,10,21,46,0.89,,,,
2011,03,10,21,47,0.92,,,,
2011,03,10,21,48,0.90,0.91,0.92,,
2011,03,10,21,49,0.91,,,,
2011,03,10,21,50,0.91,,,,
2011,03,10,21,51,0.91,,,,
2011,03,10,21,52,0.93,,,,
2011,03,10,21,53,0.92,,,,
2011,03,10,21,54,0.92,0.92,0.92,,
2011,03,10,21,55,1.14,,,,
2011,03,10,21,56,0.95,,,,
2011,03,10,21,57,0.93,,,,
2011,03,10,21,58,0.87,,,,
2011,03,10,21,59,0.74,,,,
2011,03,10,22,00,0.75,0.93,0.93,,
2011,03,10,22,01,0.93,,,,
2011,03,10,22,02,0.93,,,,
2011,03,10,22,03,0.94,,,,
2011,03,10,22,04,0.93,,,,
2011,03,10,22,05,0.94,,,,
2011,03,10,22,06,0.94,0.94,0.95,,
2011,03,10,22,07,0.95,,,,
2011,03,10,22,08,0.94,,,,
2011,03,10,22,09,0.96,,,,
2011,03,10,22,10,0.95,,,,
2011,03,10,22,11,0.96,,,,
2011,03,10,22,12,0.95,0.96,0.96,,
2011,03,10,22,13,0.96,,,,
2011,03,10,22,14,0.96,,,,
2011,03,10,22,15,0.97,,,,
2011,03,10,22,16,0.96,,,,
2011,03,10,22,17,0.97,,,,
2011,03,10,22,18,0.98,0.98,0.98,,
2011,03,10,22,19,0.97,,,,
2011,03,10,22,20,0.97,,,,
2011,03,10,22,21,0.98,,,,
2011,03,10,22,22,0.98,,,,
2011,03,10,22,23,0.98,,,,
2011,03,10,22,24,0.99,1.00,0.99,,
2011,03,10,22,25,1.00,,,,
2011,03,10,22,26,0.98,,,,
2011,03,10,22,27,1.00,,,,
2011,03,10,22,28,1.01,,,,
2011,03,10,22,29,0.99,,,,
2011,03,10,22,30,1.00,1.00,1.00,,
2011,03,10,22,31,0.99,,,,
2011,03,10,22,32,1.01,,,,
2011,03,10,22,33,1.01,,,,
2011,03,10,22,34,0.99,,,,
2011,03,10,22,35,1.01,,,,
2011,03,10,22,36,1.01,1.01,1.00,,
2011,03,10,22,37,1.00,,,,
2011,03,10,22,38,1.01,,,,
2011,03,10,22,39,1.02,,,,
2011,03,10,22,40,1.00,,,,
2011,03,10,22,41,1.02,,,,
2011,03,10,22,42,1.01,1.02,1.02,,
2011,03,10,22,43,1.01,,,,
2011,03,10,22,44,1.01,,,,
2011,03,10,22,45,1.01,,,,
2011,03,10,22,46,1.04,,,,
2011,03,10,22,47,1.02,,,,
2011,03,10,22,48,1.03,1.04,1.03,,
2011,03,10,22,49,1.05,,,,
2011,03,10,22,50,1.04,,,,
2011,03,10,22,51,1.04,,,,
2011,03,10,22,52,1.04,,,,
2011,03,10,22,53,1.05,,,,
2011,03,10,22,54,1.04,1.04,1.04,,
2011,03,10,22,55,1.05,,,,
2011,03,10,22,56,0.99,,,,
2011,03,10,22,57,1.10,,,,
2011,03,10,22,58,1.10,,,,
2011,03,10,22,59,1.03,,,,
2011,03,10,23,00,1.11,1.03,1.03,,
2011,03,10,23,01,1.02,,,,
2011,03,10,23,02,1.03,,,,
2011,03,10,23,03,1.01,,,,
2011,03,10,23,04,1.02,,,,
2011,03,10,23,05,1.02,,,,
2011,03,10,23,06,1.03,1.02,1.02,,
2011,03,10,23,07,1.03,,,,
2011,03,10,23,08,1.01,,,,
2011,03,10,23,09,1.03,,,,
2011,03,10,23,10,1.02,,,,
2011,03,10,23,11,1.01,,,,
2011,03,10,23,12,1.01,1.02,1.03,,
2011,03,10,23,13,1.03,,,,
2011,03,10,23,14,1.03,,,,
2011,03,10,23,15,1.03,,,,
2011,03,10,23,16,1.04,,,,
2011,03,10,23,17,1.03,,,,
2011,03,10,23,18,1.04,1.04,1.03,,
2011,03,10,23,19,1.04,,,,
2011,03,10,23,20,1.05,,,,
2011,03,10,23,21,1.04,,,,
2011,03,10,23,22,1.04,,,,
2011,03,10,23,23,1.07,,,,
2011,03,10,23,24,1.04,1.04,1.04,,
2011,03,10,23,25,1.03,,,,
2011,03,10,23,26,1.04,,,,
2011,03,10,23,27,1.02,,,,
2011,03,10,23,28,1.04,,,,
2011,03,10,23,29,1.05,,,,
2011,03,10,23,30,1.07,1.06,1.06,,
2011,03,10,23,31,1.05,,,,
2011,03,10,23,32,1.06,,,,
2011,03,10,23,33,1.06,,,,
2011,03,10,23,34,1.05,,,,
