YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,16,23,0.54,,,,
2011,03,07,16,24,0.54,0.54,,,
2011,03,07,16,25,0.54,,,,
2011,03,07,16,26,0.55,,,,
2011,03,07,16,27,0.55,,,,
2011,03,07,16,28,0.59,,,,
2011,03,07,16,29,0.59,,,,
2011,03,07,16,30,0.57,0.58,,,
2011,03,07,16,31,0.57,,,,
2011,03,07,16,32,0.58,,,,
2011,03,07,16,33,0.57,,,,
2011,03,07,16,34,0.58,,,,
2011,03,07,16,35,0.59,,,,
2011,03,07,16,36,0.59,0.59,,,
2011,03,07,16,37,0.62,,,,
2011,03,07,16,38,0.63,,,,
2011,03,07,16,39,0.60,,,,
2011,03,07,16,40,0.60,,,,
2011,03,07,16,41,0.62,,,,
2011,03,07,16,42,0.62,0.62,,,
2011,03,07,16,43,0.62,,,,
2011,03,07,16,44,0.64,,,,
2011,03,07,16,45,0.64,,,,
2011,03,07,16,46,0.65,,,,
2011,03,07,16,47,0.66,,,,
2011,03,07,16,48,0.65,0.66,,,
2011,03,07,16,49,0.65,,,,
2011,03,07,16,50,0.63,,,,
2011,03,07,16,51,0.64,,,,
2011,03,07,16,52,0.65,,,,
2011,03,07,16,53,0.66,,,,
2011,03,07,16,54,0.69,0.66,,,
2011,03,07,16,55,0.66,,,,
2011,03,07,16,56,0.68,,,,
2011,03,07,16,57,0.70,,,,
2011,03,07,16,58,0.70,,,,
2011,03,07,16,59,0.69,,,,
2011,03,07,17,00,0.70,0.70,,,
2011,03,07,17,01,0.71,,,,
2011,03,07,17,02,0.73,,,,
2011,03,07,17,03,0.72,,,,
2011,03,07,17,04,0.72,,,,
2011,03,07,17,05,0.72,,,,
2011,03,07,17,06,0.71,0.72,,,
2011,03,07,17,07,0.73,,,,
2011,03,07,17,08,0.74,,,,
2011,03,07,17,09,0.73,,,,
2011,03,07,17,10,0.73,,,,
2011,03,07,17,11,0.74,,,,
2011,03,07,17,12,0.76,0.75,,,
2011,03,07,17,13,0.77,,,,
2011,03,07,17,14,0.77,,,,
2011,03,07,17,15,0.78,,,,
2011,03,07,17,16,0.77,,,,
2011,03,07,17,17,0.75,,,,
2011,03,07,17,18,0.77,0.77,,,
2011,03,07,17,19,0.79,,,,
2011,03,07,17,20,0.79,,,,
2011,03,07,17,21,0.79,,,,
2011,03,07,17,22,0.81,,,,
2011,03,07,17,23,0.81,,,,
2011,03,07,17,24,0.81,0.81,,,
2011,03,07,17,25,0.82,,,,
2011,03,07,17,26,0.81,,,,
2011,03,07,17,27,0.82,,,,
2011,03,07,17,28,0.80,,,,
2011,03,07,17,29,0.83,,,,
2011,03,07,17,30,0.83,0.83,,,
2011,03,07,17,31,0.84,,,,
2011,03,07,17,32,0.86,,,,
2011,03,07,17,33,0.85,,,,
2011,03,07,17,34,0.84,,,,
2011,03,07,17,35,0.83,,,,
2011,03,07,17,36,0.85,0.85,,,
2011,03,07,17,37,0.89,,,,
2011,03,07,17,38,0.91,,,,
2011,03,07,17,39,0.90,,,,
2011,03,07,17,40,0.89,,,,
2011,03,07,17,41,0.87,,,,
2011,03,07,17,42,0.88,0.88,,,
2011,03,07,17,43,0.87,,,,
2011,03,07,17,44,0.89,,,,
2011,03,07,17,45,0.90,,,,
2011,03,07,17,46,0.90,,,,
2011,03,07,17,47,0.91,,,,
2011,03,07,17,48,0.91,0.91,,,
2011,03,07,17,49,0.91,,,,
2011,03,07,17,50,0.91,,,,
2011,03,07,17,51,0.91,,,,
2011,03,07,17,52,0.90,,,,
2011,03,07,17,53,0.91,,,,
2011,03,07,17,54,0.94,0.92,,,
2011,03,07,17,55,0.96,,,,
2011,03,07,17,56,0.96,,,,
2011,03,07,17,57,0.95,,,,
2011,03,07,17,58,0.98,,,,
2011,03,07,17,59,0.97,,,,
2011,03,07,18,00,0.96,0.97,,,
2011,03,07,18,01,0.96,,,,
2011,03,07,18,02,0.97,,,,
2011,03,07,18,03,0.96,,,,
2011,03,07,18,04,0.96,,,,
2011,03,07,18,05,0.96,,,,
2011,03,07,18,06,0.98,0.98,,,
2011,03,07,18,07,0.99,,,,
2011,03,07,18,08,0.99,,,,
2011,03,07,18,09,0.99,,,,
2011,03,07,18,10,1.00,,,,
2011,03,07,18,11,1.02,,,,
2011,03,07,18,12,1.00,1.01,,,
2011,03,07,18,13,1.01,,,,
2011,03,07,18,14,1.02,,,,
2011,03,07,18,15,1.02,,,,
2011,03,07,18,16,1.02,,,,
2011,03,07,18,17,1.02,,,,
2011,03,07,18,18,1.02,1.03,,,
2011,03,07,18,19,1.06,,,,
2011,03,07,18,20,1.05,,,,
2011,03,07,18,21,1.05,,,,
2011,03,07,18,22,1.05,,,,
2011,03,07,18,23,1.06,,,,
2011,03,07,18,24,1.07,1.06,,,
2011,03,07,18,25,1.08,,,,
2011,03,07,18,26,1.07,,,,
2011,03,07,18,27,1.08,,,,
2011,03,07,18,28,1.10,,,,
2011,03,07,18,29,1.09,,,,
2011,03,07,18,30,1.07,1.08,,,
2011,03,07,18,31,1.06,,,,
2011,03,07,18,32,1.07,,,,
2011,03,07,18,33,1.09,,,,
2011,03,07,18,34,1.11,,,,
2011,03,07,18,35,1.12,,,,
2011,03,07,18,36,1.12,1.12,,,
2011,03,07,18,37,1.11,,,,
2011,03,07,18,38,1.09,,,,
2011,03,07,18,39,1.10,,,,
2011,03,07,18,40,1.10,,,,
2011,03,07,18,41,1.14,,,,
2011,03,07,18,42,1.13,1.12,,,
2011,03,07,18,43,1.13,,,,
2011,03,07,18,44,1.14,,,,
2011,03,07,18,45,1.14,,,,
2011,03,07,18,46,1.14,,,,
2011,03,07,18,47,1.14,,,,
2011,03,07,18,48,1.16,1.15,,,
2011,03,07,18,49,1.14,,,,
2011,03,07,18,50,1.13,,,,
2011,03,07,18,51,1.15,,,,
2011,03,07,18,52,1.17,,,,
2011,03,07,18,53,1.15,,,,
2011,03,07,18,54,1.17,1.16,,,
2011,03,07,18,55,1.19,,,,
2011,03,07,18,56,1.19,,,,
2011,03,07,18,57,1.18,,,,
2011,03,07,18,58,1.16,,,,
2011,03,07,18,59,1.18,,,,
2011,03,07,19,00,1.21,1.19,,,
2011,03,07,19,01,1.23,,,,
2011,03,07,19,02,1.21,,,,
2011,03,07,19,03,1.22,,,,
2011,03,07,19,04,1.21,,,,
2011,03,07,19,05,1.21,,,,
2011,03,07,19,06,1.20,1.20,,,
2011,03,07,19,07,1.21,,,,
2011,03,07,19,08,1.22,,,,
2011,03,07,19,09,1.23,,,,
2011,03,07,19,10,1.21,,,,
2011,03,07,19,11,1.21,,,,
2011,03,07,19,12,1.22,1.21,,,
2011,03,07,19,13,1.23,,,,
2011,03,07,19,14,1.23,,,,
2011,03,07,19,15,1.21,,,,
2011,03,07,19,16,1.22,,,,
2011,03,07,19,17,1.22,,,,
2011,03,07,19,18,1.21,1.22,,,
2011,03,07,19,19,1.23,,,,
2011,03,07,19,20,1.25,,,,
2011,03,07,19,21,1.26,,,,
2011,03,07,19,22,1.27,,,,
2011,03,07,19,23,1.28,,,,
2011,03,07,19,24,1.26,1.26,,,
2011,03,07,19,25,1.25,,,,
2011,03,07,19,26,1.25,,,,
2011,03,07,19,27,1.24,,,,
2011,03,07,19,28,1.25,,,,
2011,03,07,19,29,1.27,,,,
2011,03,07,19,30,1.29,1.27,,,
2011,03,07,19,31,1.28,,,,
2011,03,07,19,32,1.27,,,,
2011,03,07,19,33,1.26,,,,
2011,03,07,19,34,1.28,,,,
2011,03,07,19,35,1.28,,,,
2011,03,07,19,36,1.31,1.29,,,
2011,03,07,19,37,1.30,,,,
2011,03,07,19,38,1.29,,,,
2011,03,07,19,39,1.31,,,,
2011,03,07,19,40,1.30,,,,
2011,03,07,19,41,1.30,,,,
2011,03,07,19,42,1.32,1.31,,,
2011,03,07,19,43,1.29,,,,
2011,03,07,19,44,1.29,,,,
2011,03,07,19,45,1.28,,,,
2011,03,07,19,46,1.29,,,,
2011,03,07,19,47,1.29,,,,
2011,03,07,19,48,1.32,1.30,,,
2011,03,07,19,49,1.31,,,,
2011,03,07,19,50,1.33,,,,
2011,03,07,19,51,1.33,,,,
2011,03,07,19,52,1.30,,,,
