YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,18,15,0.90,,,,
2011,03,07,18,16,0.90,,,,
2011,03,07,18,17,0.91,,,,
2011,03,07,18,18,0.90,0.91,0.92,,
2011,03,07,18,19,0.92,,,,
2011,03,07,18,20,0.90,,,,
2011,03,07,18,21,0.92,,,,
2011,03,07,18,22,0.92,,,,
2011,03,07,18,23,0.93,,,,
2011,03,07,18,24,0.94,0.95,0.95,,
2011,03,07,18,25,0.95,,,,
2011,03,07,18,26,0.95,,,,
2011,03,07,18,27,0.94,,,,
2011,03,07,18,28,0.96,,,,
2011,03,07,18,29,0.95,,,,
2011,03,07,18,30,0.96,0.96,0.96,,
2011,03,07,18,31,0.96,,,,
2011,03,07,18,32,0.98,,,,
2011,03,07,18,33,0.97,,,,
2011,03,07,18,34,0.98,,,,
2011,03,07,18,35,0.96,,,,
2011,03,07,18,36,0.98,0.99,0.99,,
2011,03,07,18,37,0.99,,,,
2011,03,07,18,38,0.99,,,,
2011,03,07,18,39,0.99,,,,
2011,03,07,18,40,1.00,,,,
2011,03,07,18,41,1.00,,,,
2011,03,07,18,42,1.01,1.01,1.02,,
2011,03,07,18,43,1.01,,,,
2011,03,07,18,44,1.03,,,,
2011,03,07,18,45,1.03,,,,
2011,03,07,18,46,1.03,,,,
2011,03,07,18,47,1.02,,,,
2011,03,07,18,48,1.05,1.04,1.04,,
2011,03,07,18,49,1.03,,,,
2011,03,07,18,50,1.05,,,,
2011,03,07,18,51,1.04,,,,
2011,03,07,18,52,1.07,,,,
2011,03,07,18,53,1.08,,,,
2011,03,07,18,54,1.09,1.08,1.09,,
2011,03,07,18,55,0.79,,,,
2011,03,07,18,56,0.79,,,,
2011,03,07,18,57,0.80,,,,
2011,03,07,18,58,0.81,,,,
2011,03,07,18,59,0.79,,,,
2011,03,07,19,00,0.80,1.09,1.10,,
2011,03,07,19,01,1.10,,,,
2011,03,07,19,02,1.10,,,,
2011,03,07,19,03,1.10,,,,
2011,03,07,19,04,1.10,,,,
2011,03,07,19,05,1.09,,,,
2011,03,07,19,06,1.09,1.10,1.10,,
2011,03,07,19,07,1.11,,,,
2011,03,07,19,08,1.11,,,,
2011,03,07,19,09,1.11,,,,
2011,03,07,19,10,1.11,,,,
2011,03,07,19,11,1.12,,,,
2011,03,07,19,12,1.12,1.12,1.13,,
2011,03,07,19,13,1.11,,,,
2011,03,07,19,14,1.14,,,,
2011,03,07,19,15,1.12,,,,
2011,03,07,19,16,1.14,,,,
2011,03,07,19,17,1.15,,,,
2011,03,07,19,18,1.14,1.15,1.15,,
2011,03,07,19,19,1.15,,,,
2011,03,07,19,20,1.15,,,,
2011,03,07,19,21,1.16,,,,
2011,03,07,19,22,1.15,,,,
2011,03,07,19,23,1.16,,,,
2011,03,07,19,24,1.17,1.17,1.18,,
2011,03,07,19,25,1.17,,,,
2011,03,07,19,26,1.18,,,,
2011,03,07,19,27,1.17,,,,
2011,03,07,19,28,1.18,,,,
2011,03,07,19,29,1.19,,,,
2011,03,07,19,30,1.19,1.19,1.19,,
2011,03,07,19,31,1.19,,,,
2011,03,07,19,32,1.19,,,,
2011,03,07,19,33,1.20,,,,
2011,03,07,19,34,1.20,,,,
2011,03,07,19,35,1.20,,,,
2011,03,07,19,36,1.21,1.21,1.21,,
2011,03,07,19,37,1.21,,,,
2011,03,07,19,38,1.22,,,,
2011,03,07,19,39,1.22,,,,
2011,03,07,19,40,1.22,,,,
2011,03,07,19,41,1.23,,,,
2011,03,07,19,42,1.23,1.23,1.24,,
2011,03,07,19,43,1.23,,,,
2011,03,07,19,44,1.23,,,,
2011,03,07,19,45,1.24,,,,
2011,03,07,19,46,1.24,,,,
2011,03,07,19,47,1.25,,,,
2011,03,07,19,48,1.24,1.24,1.25,,
2011,03,07,19,49,1.24,,,,
2011,03,07,19,50,1.25,,,,
2011,03,07,19,51,1.25,,,,
2011,03,07,19,52,1.26,,,,
2011,03,07,19,53,1.25,,,,
2011,03,07,19,54,1.26,1.26,1.26,,
2011,03,07,19,55,0.97,,,,
2011,03,07,19,56,0.98,,,,
2011,03,07,19,57,0.99,,,,
2011,03,07,19,58,0.99,,,,
2011,03,07,19,59,1.00,,,,
2011,03,07,20,00,1.00,1.28,1.28,,
2011,03,07,20,01,1.28,,,,
2011,03,07,20,02,1.28,,,,
2011,03,07,20,03,1.28,,,,
2011,03,07,20,04,1.28,,,,
2011,03,07,20,05,1.27,,,,
2011,03,07,20,06,1.28,1.28,1.28,,
2011,03,07,20,07,1.28,,,,
2011,03,07,20,08,1.27,,,,
2011,03,07,20,09,1.29,,,,
2011,03,07,20,10,1.28,,,,
2011,03,07,20,11,1.28,,,,
2011,03,07,20,12,1.27,1.28,1.29,,
2011,03,07,20,13,1.29,,,,
2011,03,07,20,14,1.28,,,,
2011,03,07,20,15,1.29,,,,
2011,03,07,20,16,1.29,,,,
2011,03,07,20,17,1.28,,,,
2011,03,07,20,18,1.29,1.30,1.30,,
2011,03,07,20,19,1.30,,,,
2011,03,07,20,20,1.30,,,,
2011,03,07,20,21,1.31,,,,
2011,03,07,20,22,1.31,,,,
2011,03,07,20,23,1.30,,,,
2011,03,07,20,24,1.31,1.30,1.30,,
2011,03,07,20,25,1.31,,,,
2011,03,07,20,26,1.30,,,,
2011,03,07,20,27,1.32,,,,
2011,03,07,20,28,1.30,,,,
2011,03,07,20,29,1.32,,,,
2011,03,07,20,30,1.30,1.31,1.32,,
2011,03,07,20,31,1.31,,,,
2011,03,07,20,32,1.32,,,,
2011,03,07,20,33,1.31,,,,
2011,03,07,20,34,1.32,,,,
2011,03,07,20,35,1.32,,,,
2011,03,07,20,36,1.31,1.32,1.32,,
2011,03,07,20,37,1.31,,,,
2011,03,07,20,38,1.32,,,,
2011,03,07,20,39,1.31,,,,
2011,03,07,20,40,1.31,,,,
2011,03,07,20,41,1.31,,,,
2011,03,07,20,42,1.31,1.32,1.32,,
2011,03,07,20,43,1.33,,,,
2011,03,07,20,44,1.31,,,,
2011,03,07,20,45,1.32,,,,
